#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MXRA7	ST6GALNAC1	9606.ENSP00000348050	9606.ENSP00000156626	0	0.399	0	0	0	0	0	0.170	0.481
MXRA7	WBSCR27	9606.ENSP00000348050	9606.ENSP00000297873	0	0	0	0	0	0	0	0.400	0.400
MXRA7	SPHK1	9606.ENSP00000348050	9606.ENSP00000313681	0	0	0	0	0	0	0	0.484	0.484
MXRA7	MXRA8	9606.ENSP00000348050	9606.ENSP00000399229	0	0	0	0	0.089	0	0	0.720	0.735
MXRA8	PDGFRB	9606.ENSP00000399229	9606.ENSP00000261799	0	0	0	0	0.504	0.148	0	0	0.559
MXRA8	VIP	9606.ENSP00000399229	9606.ENSP00000356213	0	0	0	0	0.065	0	0	0.396	0.411
MYB	TGFB1I1	9606.ENSP00000339992	9606.ENSP00000378332	0	0	0	0	0	0	0	0.456	0.456
MYBL2	RECQL4	9606.ENSP00000217026	9606.ENSP00000482313	0	0	0	0	0.468	0.065	0	0.202	0.569
MYH10	MYL9	9606.ENSP00000353590	9606.ENSP00000279022	0	0	0	0	0.064	0.368	0.800	0.777	0.970
MYH10	MYLK	9606.ENSP00000353590	9606.ENSP00000353452	0	0	0	0	0.131	0.212	0.900	0.495	0.960
MYH10	RAB3IL1	9606.ENSP00000353590	9606.ENSP00000378313	0	0	0	0	0.062	0.246	0	0.229	0.407
MYH10	TAGLN	9606.ENSP00000353590	9606.ENSP00000432282	0	0	0	0	0.062	0	0	0.417	0.429
MYH10	TNNT1	9606.ENSP00000353590	9606.ENSP00000467176	0	0	0	0	0.144	0.213	0	0.270	0.465
MYH10	SORBS1	9606.ENSP00000353590	9606.ENSP00000360293	0	0	0	0	0.092	0	0	0.486	0.513
MYH10	TNNC2	9606.ENSP00000353590	9606.ENSP00000361636	0	0	0	0	0.136	0.554	0	0.198	0.664
MYH10	TPM2	9606.ENSP00000353590	9606.ENSP00000367542	0	0	0	0	0.159	0.261	0	0.544	0.692
MYH10	MYH11	9606.ENSP00000353590	9606.ENSP00000379616	0	0	0	0.978	0.122	0.201	0.900	0.536	0.924
MYH10	PPP1R12B	9606.ENSP00000353590	9606.ENSP00000476755	0	0	0	0	0.049	0.169	0.900	0.201	0.928
MYH11	TGFB3	9606.ENSP00000379616	9606.ENSP00000238682	0	0	0	0	0.110	0	0	0.391	0.435
MYH11	VWF	9606.ENSP00000379616	9606.ENSP00000261405	0	0	0	0	0.209	0.154	0	0.463	0.609
MYH11	PDGFRB	9606.ENSP00000379616	9606.ENSP00000261799	0	0	0	0	0.107	0	0	0.434	0.474
MYH11	MYL9	9606.ENSP00000379616	9606.ENSP00000279022	0	0	0	0	0.200	0.788	0.800	0.734	0.989
MYH11	PDLIM3	9606.ENSP00000379616	9606.ENSP00000284770	0	0	0	0	0.139	0.149	0	0.287	0.432
MYH11	SYNPO2	9606.ENSP00000379616	9606.ENSP00000306015	0	0	0	0	0.161	0.149	0	0.264	0.429
MYH11	TLN1	9606.ENSP00000379616	9606.ENSP00000316029	0	0	0	0	0.064	0.151	0.600	0.173	0.702
MYH11	PLN	9606.ENSP00000379616	9606.ENSP00000350132	0	0	0	0	0.305	0	0	0.244	0.452
MYH11	MYLK	9606.ENSP00000379616	9606.ENSP00000353452	0	0	0	0	0.256	0.180	0.900	0.746	0.982
MYH11	SORBS1	9606.ENSP00000379616	9606.ENSP00000360293	0	0	0	0	0.108	0	0.600	0.178	0.681
MYH11	TNNC2	9606.ENSP00000379616	9606.ENSP00000361636	0	0	0	0	0.136	0.220	0	0.275	0.469
MYH11	TPM2	9606.ENSP00000379616	9606.ENSP00000367542	0	0	0	0	0.189	0.176	0.600	0.478	0.842
MYH11	TNNT1	9606.ENSP00000379616	9606.ENSP00000467176	0	0	0	0	0.144	0.213	0	0.250	0.450
MYH11	MYOCD	9606.ENSP00000379616	9606.ENSP00000401678	0	0	0	0	0.090	0	0	0.830	0.838
MYH11	TAGLN	9606.ENSP00000379616	9606.ENSP00000432282	0	0	0	0	0.236	0	0	0.845	0.877
MYH11	PPP1R12B	9606.ENSP00000379616	9606.ENSP00000476755	0	0	0	0	0.142	0.169	0.900	0.373	0.949
MYL9	SLC40A1	9606.ENSP00000279022	9606.ENSP00000261024	0	0	0	0	0	0	0	0.624	0.624
MYL9	SLC5A1	9606.ENSP00000279022	9606.ENSP00000266088	0	0	0	0	0.056	0	0	0.634	0.639
MYL9	SPEG	9606.ENSP00000279022	9606.ENSP00000311684	0	0	0	0	0.088	0.293	0	0.163	0.413
MYL9	MYOCD	9606.ENSP00000279022	9606.ENSP00000401678	0	0	0	0	0.140	0	0	0.396	0.458
MYL9	PDLIM7	9606.ENSP00000279022	9606.ENSP00000348099	0	0	0	0	0.172	0.155	0	0.324	0.485
MYL9	TGFB1I1	9606.ENSP00000279022	9606.ENSP00000378332	0	0	0	0	0.340	0.155	0	0.247	0.543
MYL9	SLC26A3	9606.ENSP00000279022	9606.ENSP00000345873	0	0	0	0	0.056	0	0	0.632	0.638
MYL9	PPP1R14A	9606.ENSP00000279022	9606.ENSP00000301242	0	0	0	0	0.093	0	0	0.629	0.649
MYL9	TNNT1	9606.ENSP00000279022	9606.ENSP00000467176	0	0	0	0	0.221	0.149	0	0.521	0.655
MYL9	TLN1	9606.ENSP00000279022	9606.ENSP00000316029	0	0	0	0	0.097	0	0.600	0.245	0.703
MYL9	SORBS1	9606.ENSP00000279022	9606.ENSP00000360293	0	0	0	0	0.062	0	0.600	0.450	0.775
MYL9	TAGLN	9606.ENSP00000279022	9606.ENSP00000432282	0	0	0	0	0.777	0	0	0.533	0.891
MYL9	TPM2	9606.ENSP00000279022	9606.ENSP00000367542	0	0	0	0	0.532	0.103	0.600	0.602	0.924
MYL9	PPP1R12B	9606.ENSP00000279022	9606.ENSP00000476755	0	0	0	0	0.049	0.180	0.900	0.498	0.955
MYL9	MYLK	9606.ENSP00000279022	9606.ENSP00000353452	0	0	0	0	0.290	0.174	0.900	0.830	0.988
MYLK	PPP1R14A	9606.ENSP00000353452	9606.ENSP00000301242	0	0	0	0	0.075	0	0	0.684	0.695
MYLK	TLN1	9606.ENSP00000353452	9606.ENSP00000316029	0	0	0	0	0.067	0	0.900	0.263	0.925
MYLK	SVIL	9606.ENSP00000353452	9606.ENSP00000348128	0	0	0	0	0.062	0.213	0	0.416	0.531
MYLK	MYOCD	9606.ENSP00000353452	9606.ENSP00000401678	0	0	0	0	0.096	0	0	0.466	0.496
MYLK	PRKACB	9606.ENSP00000353452	9606.ENSP00000359719	0	0	0	0.690	0.062	0	0.600	0.126	0.619
MYLK	TAGLN	9606.ENSP00000353452	9606.ENSP00000432282	0	0	0	0	0.194	0	0	0.560	0.630
MYLK	SORBS1	9606.ENSP00000353452	9606.ENSP00000360293	0	0	0	0	0.100	0	0.650	0.119	0.698
MYLK	TPM2	9606.ENSP00000353452	9606.ENSP00000367542	0	0	0	0	0.188	0	0.650	0.394	0.812
MYLK	PPP1R12B	9606.ENSP00000353452	9606.ENSP00000476755	0	0	0	0	0.053	0.255	0.650	0.515	0.864
MYO1A	PDLIM4	9606.ENSP00000393392	9606.ENSP00000253754	0	0	0	0	0.062	0.129	0.900	0.193	0.925
MYO1A	PDLIM3	9606.ENSP00000393392	9606.ENSP00000284770	0	0	0	0	0.062	0.129	0.540	0.060	0.599
MYO1A	PLS1	9606.ENSP00000393392	9606.ENSP00000336831	0	0	0	0	0.085	0.076	0	0.389	0.438
MYO1A	PDLIM7	9606.ENSP00000393392	9606.ENSP00000348099	0	0	0	0	0.062	0.129	0.540	0.129	0.628
MYO1A	TNNC2	9606.ENSP00000393392	9606.ENSP00000361636	0	0	0	0	0	0.157	0	0.635	0.679
MYOC	PTGDS	9606.ENSP00000037502	9606.ENSP00000360687	0	0	0	0	0.063	0	0	0.396	0.409
MYOC	TGFB1	9606.ENSP00000037502	9606.ENSP00000221930	0	0	0	0	0	0	0	0.520	0.520
MYOC	SFRP1	9606.ENSP00000037502	9606.ENSP00000220772	0	0	0	0	0	0	0	0.527	0.528
MYOC	SNCG	9606.ENSP00000037502	9606.ENSP00000361087	0	0	0	0	0.062	0	0	0.631	0.640
MYOC	SPARCL1	9606.ENSP00000037502	9606.ENSP00000414856	0	0	0	0	0.089	0.297	0	0.690	0.784
MYOCD	TAGLN	9606.ENSP00000401678	9606.ENSP00000432282	0	0	0	0	0.126	0	0	0.820	0.836
NAALADL2	PPP1R14C	9606.ENSP00000404705	9606.ENSP00000355260	0	0	0	0	0	0	0	0.786	0.786
NAT2	UGT2A3	9606.ENSP00000286479	9606.ENSP00000251566	0	0	0	0	0.155	0	0	0.356	0.433
NAT2	UGT2B15	9606.ENSP00000286479	9606.ENSP00000341045	0	0	0	0	0.067	0	0	0.409	0.426
NAT2	UGT2B7	9606.ENSP00000286479	9606.ENSP00000304811	0	0	0	0	0.097	0	0	0.436	0.469
NAT2	UGT2B17	9606.ENSP00000286479	9606.ENSP00000320401	0	0	0	0	0.111	0	0	0.493	0.531
NAT2	XDH	9606.ENSP00000286479	9606.ENSP00000368727	0	0	0	0	0.101	0	0.900	0.119	0.913
NCS1	PDK4	9606.ENSP00000361475	9606.ENSP00000005178	0	0	0	0	0	0	0	0.416	0.417
NEXN	SORBS1	9606.ENSP00000333938	9606.ENSP00000360293	0	0	0	0	0.062	0	0	0.445	0.457
NEXN	SVIL	9606.ENSP00000333938	9606.ENSP00000348128	0	0	0	0	0.063	0	0	0.493	0.505
NFATC1	PPARG	9606.ENSP00000389377	9606.ENSP00000287820	0	0	0	0	0.062	0	0.900	0.525	0.951
NFATC1	PRKACB	9606.ENSP00000389377	9606.ENSP00000359719	0	0	0	0	0	0	0.800	0	0.800
NFATC1	SPP1	9606.ENSP00000389377	9606.ENSP00000378517	0	0	0	0	0	0	0	0.457	0.457
NFIC	NGFR	9606.ENSP00000396843	9606.ENSP00000172229	0	0	0	0	0	0	0.900	0	0.900
NFIC	TGFB1	9606.ENSP00000396843	9606.ENSP00000221930	0	0	0	0	0	0	0	0.436	0.436
NGFR	UCHL1	9606.ENSP00000172229	9606.ENSP00000284440	0	0	0	0	0	0	0	0.421	0.420
NGFR	PDGFRB	9606.ENSP00000172229	9606.ENSP00000261799	0	0	0	0	0.069	0	0	0.469	0.484
NGFR	PLCB4	9606.ENSP00000172229	9606.ENSP00000367762	0	0	0	0	0	0	0.600	0	0.600
NGFR	PRKACB	9606.ENSP00000172229	9606.ENSP00000359719	0	0	0	0	0	0.270	0.900	0.072	0.926
NIPAL1	SLC39A2	9606.ENSP00000295461	9606.ENSP00000298681	0	0	0	0	0.064	0	0	0.564	0.574
NLGN2	POPDC2	9606.ENSP00000305288	9606.ENSP00000264231	0	0	0	0	0.542	0	0	0	0.542
NLGN2	PTPRS	9606.ENSP00000305288	9606.ENSP00000349932	0	0	0	0	0.111	0.058	0	0.420	0.472
NNMT	PTRF	9606.ENSP00000441434	9606.ENSP00000349541	0	0	0	0	0.984	0	0	0	0.984
NNMT	QPRT	9606.ENSP00000441434	9606.ENSP00000378782	0	0	0	0	0	0	0	0.442	0.442
NNMT	TAGLN	9606.ENSP00000441434	9606.ENSP00000432282	0	0	0	0	0.643	0	0	0.098	0.664
NOTUM	WNT9A	9606.ENSP00000387310	9606.ENSP00000272164	0	0	0	0	0.049	0.141	0.600	0.399	0.777
NOTUM	TRABD2A	9606.ENSP00000387310	9606.ENSP00000387075	0	0	0	0	0	0	0	0.529	0.529
NOTUM	RNF43	9606.ENSP00000387310	9606.ENSP00000463069	0	0	0	0	0.062	0	0	0.497	0.508
NOX1	PLS1	9606.ENSP00000362057	9606.ENSP00000336831	0	0	0	0	0.063	0	0	0.495	0.507
NOX1	XDH	9606.ENSP00000362057	9606.ENSP00000368727	0	0	0	0	0.055	0	0	0.583	0.589
NOX1	SOD3	9606.ENSP00000362057	9606.ENSP00000371554	0	0	0	0	0.062	0.104	0	0.572	0.609
NPTXR	VGF	9606.ENSP00000327545	9606.ENSP00000249330	0	0	0	0	0.118	0	0	0.392	0.441
NR1I2	SULT1E1	9606.ENSP00000336528	9606.ENSP00000226444	0	0	0	0	0.063	0	0	0.467	0.480
NR1I2	UGT2A3	9606.ENSP00000336528	9606.ENSP00000251566	0	0	0	0	0.204	0.056	0	0.432	0.536
NR1I2	UGT2B7	9606.ENSP00000336528	9606.ENSP00000304811	0	0	0	0	0.132	0.056	0	0.557	0.606
NR1I2	SLC51B	9606.ENSP00000336528	9606.ENSP00000335292	0	0	0	0	0.098	0	0	0.572	0.598
NR1I2	UGT2B15	9606.ENSP00000336528	9606.ENSP00000341045	0	0	0	0	0.104	0.056	0	0.395	0.444
NRP2	NTN1	9606.ENSP00000353582	9606.ENSP00000173229	0	0	0	0	0.062	0	0	0.489	0.500
NRP2	PDGFRB	9606.ENSP00000353582	9606.ENSP00000261799	0	0	0	0	0.076	0.227	0	0.286	0.446
NRP2	SLIT3	9606.ENSP00000353582	9606.ENSP00000332164	0	0	0	0	0	0	0	0.486	0.486
NRP2	SLIT2	9606.ENSP00000353582	9606.ENSP00000422591	0	0	0	0	0.085	0	0	0.569	0.589
NTN1	RGMA	9606.ENSP00000173229	9606.ENSP00000452126	0	0	0	0	0.062	0	0	0.600	0.609
NTN1	SLIT2	9606.ENSP00000173229	9606.ENSP00000422591	0	0	0	0	0.076	0.167	0	0.817	0.846
NTN1	SLIT3	9606.ENSP00000173229	9606.ENSP00000332164	0	0	0	0	0.076	0.167	0	0.919	0.933
NXPE1	NXPE4	9606.ENSP00000251921	9606.ENSP00000364627	0	0	0	0.969	0.555	0	0	0.517	0.561
NXPE4	VSIG2	9606.ENSP00000364627	9606.ENSP00000318684	0	0	0	0	0.078	0	0	0.391	0.414
NXPE4	NXPH4	9606.ENSP00000364627	9606.ENSP00000333593	0	0	0	0	0	0	0	0.585	0.585
OBSL1	PNMA1	9606.ENSP00000385636	9606.ENSP00000318914	0	0	0	0	0	0	0	0.409	0.409
OBSL1	SYNM	9606.ENSP00000385636	9606.ENSP00000336775	0	0	0	0	0.076	0.062	0	0.418	0.452
ODAM	SULT1E1	9606.ENSP00000379401	9606.ENSP00000226444	0	0	0	0	0	0	0	0.688	0.688
ODAM	SAA1	9606.ENSP00000379401	9606.ENSP00000384906	0	0	0	0	0	0	0.500	0.061	0.510
OGN	TGFB1	9606.ENSP00000262551	9606.ENSP00000221930	0	0	0	0	0	0.056	0	0.457	0.466
OGN	PCOLCE	9606.ENSP00000262551	9606.ENSP00000223061	0	0	0	0	0.145	0	0	0.363	0.432
OGN	SFRP4	9606.ENSP00000262551	9606.ENSP00000410715	0	0	0	0	0.184	0	0	0.295	0.400
OGN	SPP1	9606.ENSP00000262551	9606.ENSP00000378517	0	0	0	0	0	0	0	0.425	0.425
OGN	PRELP	9606.ENSP00000262551	9606.ENSP00000343924	0	0	0	0.626	0.120	0	0.900	0.848	0.937
OGN	OMD	9606.ENSP00000262551	9606.ENSP00000364700	0	0	0	0.641	0.510	0	0.900	0.839	0.964
OLFM4	REG3A	9606.ENSP00000219022	9606.ENSP00000377456	0	0	0	0	0.298	0	0	0.303	0.489
OLFM4	VIL1	9606.ENSP00000219022	9606.ENSP00000248444	0	0	0	0	0.062	0	0	0.563	0.573
OLFM4	REG4	9606.ENSP00000219022	9606.ENSP00000346158	0	0	0	0	0.140	0	0	0.579	0.623
OLFML2B	SERPINF1	9606.ENSP00000356917	9606.ENSP00000254722	0	0	0	0	0.090	0	0	0.448	0.477
OLFML2B	SLC39A2	9606.ENSP00000356917	9606.ENSP00000298681	0	0	0	0	0	0	0	0.501	0.501
OMD	PRELP	9606.ENSP00000364700	9606.ENSP00000343924	0	0	0	0.858	0.078	0	0.900	0.789	0.914
OMD	SPP1	9606.ENSP00000364700	9606.ENSP00000378517	0	0	0	0	0	0	0	0.442	0.442
OTC	SGCA	9606.ENSP00000039007	9606.ENSP00000262018	0	0	0	0	0	0	0	0.430	0.430
OTC	PGM5	9606.ENSP00000039007	9606.ENSP00000379678	0.219	0	0	0	0	0.060	0	0.297	0.438
PACSIN3	TSPAN4	9606.ENSP00000440945	9606.ENSP00000380553	0	0	0	0	0.111	0	0	0.438	0.479
PALLD	TGFB1I1	9606.ENSP00000425556	9606.ENSP00000378332	0	0	0	0	0.091	0	0	0.418	0.448
PCOLCE	TNXB	9606.ENSP00000223061	9606.ENSP00000407685	0	0	0	0	0.083	0.234	0	0.261	0.436
PCOLCE	PLS1	9606.ENSP00000223061	9606.ENSP00000336831	0	0	0	0	0	0	0	0.492	0.492
PCOLCE	SERPINF1	9606.ENSP00000223061	9606.ENSP00000254722	0	0	0	0	0.411	0	0	0.199	0.509
PCSK1N	VGF	9606.ENSP00000218230	9606.ENSP00000249330	0	0	0	0	0.158	0	0	0.665	0.706
PCSK1N	SCG2	9606.ENSP00000218230	9606.ENSP00000304133	0	0	0	0	0.252	0	0	0.713	0.776
PDGFRB	TGFB1	9606.ENSP00000261799	9606.ENSP00000221930	0	0	0	0	0.062	0.070	0	0.407	0.437
PDGFRB	TGFB3	9606.ENSP00000261799	9606.ENSP00000238682	0	0	0	0	0.154	0.070	0	0.399	0.486
PDGFRB	PRRX1	9606.ENSP00000261799	9606.ENSP00000239461	0	0	0	0	0.337	0.057	0	0.167	0.433
PDGFRB	VWF	9606.ENSP00000261799	9606.ENSP00000261405	0	0	0	0	0.159	0	0	0.462	0.528
PDGFRB	PPARG	9606.ENSP00000261799	9606.ENSP00000287820	0	0	0	0	0.062	0.057	0	0.378	0.401
PDGFRB	TIMP2	9606.ENSP00000261799	9606.ENSP00000262768	0	0	0	0	0.139	0	0	0.333	0.401
PDGFRB	VIM	9606.ENSP00000261799	9606.ENSP00000446007	0	0	0	0	0.117	0	0	0.358	0.409
PDGFRB	TIMP3	9606.ENSP00000261799	9606.ENSP00000266085	0	0	0	0	0.227	0	0	0.293	0.430
PDGFRB	THBS2	9606.ENSP00000261799	9606.ENSP00000355751	0	0	0	0	0.300	0	0	0.271	0.468
PDGFRB	TAGLN	9606.ENSP00000261799	9606.ENSP00000432282	0	0	0	0	0.260	0	0	0.466	0.588
PDGFRB	PLCB4	9606.ENSP00000261799	9606.ENSP00000367762	0	0	0	0	0	0.082	0.600	0.045	0.618
PDGFRB	SPHK1	9606.ENSP00000261799	9606.ENSP00000313681	0	0	0	0	0	0	0.900	0.211	0.917
PDK4	PPARG	9606.ENSP00000005178	9606.ENSP00000287820	0	0	0	0	0	0	0	0.627	0.627
PDLIM3	PDLIM4	9606.ENSP00000284770	9606.ENSP00000253754	0	0	0	0.896	0	0	0.540	0.591	0.567
PDLIM3	RNF128	9606.ENSP00000284770	9606.ENSP00000255499	0	0	0	0	0	0	0	0.400	0.400
PDLIM3	TNNC2	9606.ENSP00000284770	9606.ENSP00000361636	0	0	0	0	0.824	0.102	0	0.327	0.884
PDLIM3	PDLIM7	9606.ENSP00000284770	9606.ENSP00000348099	0	0	0	0.663	0.826	0	0.540	0.606	0.933
PDLIM4	PDLIM7	9606.ENSP00000253754	9606.ENSP00000348099	0	0	0	0.691	0.099	0	0.540	0.617	0.648
PDLIM7	SORBS1	9606.ENSP00000348099	9606.ENSP00000360293	0	0	0	0	0.063	0.079	0	0.503	0.534
PDLIM7	TPM2	9606.ENSP00000348099	9606.ENSP00000367542	0	0	0	0	0.234	0.432	0	0.457	0.743
PDLIM7	TNNC2	9606.ENSP00000348099	9606.ENSP00000361636	0	0	0	0	0.922	0.102	0	0.147	0.935
PDZRN4	TMEM74B	9606.ENSP00000384197	9606.ENSP00000371318	0	0	0	0	0.063	0	0	0.458	0.470
PER1	PRKACB	9606.ENSP00000314420	9606.ENSP00000359719	0	0	0	0	0	0.426	0	0	0.426
PER1	VIP	9606.ENSP00000314420	9606.ENSP00000356213	0	0	0	0	0	0	0	0.440	0.440
PGM5	SGCA	9606.ENSP00000379678	9606.ENSP00000262018	0	0	0	0	0.090	0	0.720	0.044	0.735
PGM5	SOD3	9606.ENSP00000379678	9606.ENSP00000371554	0	0	0	0	0.062	0.366	0	0.229	0.501
PHGR1	SI	9606.ENSP00000410024	9606.ENSP00000264382	0	0	0	0	0.521	0	0	0	0.521
PHGR1	SLC26A3	9606.ENSP00000410024	9606.ENSP00000345873	0	0	0	0	0.407	0	0	0.216	0.515
PHGR1	REG4	9606.ENSP00000410024	9606.ENSP00000346158	0	0	0	0	0.353	0	0	0.236	0.484
PHGR1	SPINK4	9606.ENSP00000410024	9606.ENSP00000369045	0	0	0	0	0.337	0	0	0.324	0.532
PHGR1	REG3A	9606.ENSP00000410024	9606.ENSP00000377456	0	0	0	0	0.332	0	0	0.181	0.429
PI16	RASA3	9606.ENSP00000362778	9606.ENSP00000335029	0	0	0	0	0	0	0	0.422	0.422
PI3	REG3A	9606.ENSP00000243924	9606.ENSP00000377456	0	0	0	0	0	0	0	0.468	0.468
PI3	S100A7	9606.ENSP00000243924	9606.ENSP00000357712	0	0	0	0	0.125	0	0	0.506	0.549
PIGR	REG3A	9606.ENSP00000348888	9606.ENSP00000377456	0	0	0	0	0.111	0	0	0.397	0.441
PLA2G12B	UGT2A3	9606.ENSP00000362123	9606.ENSP00000251566	0	0	0	0	0.380	0	0	0.084	0.408
PLA2G12B	SULT1C2	9606.ENSP00000362123	9606.ENSP00000319622	0	0	0	0	0.487	0	0	0.048	0.490
PLIN4	PPARG	9606.ENSP00000301286	9606.ENSP00000287820	0	0	0	0	0.064	0	0	0.458	0.470
PLN	PRKACB	9606.ENSP00000350132	9606.ENSP00000359719	0	0	0	0	0	0.413	0.800	0.072	0.881
PLS1	VIL1	9606.ENSP00000336831	9606.ENSP00000248444	0	0	0	0	0.087	0.080	0	0.405	0.457
PLS1	SNCG	9606.ENSP00000336831	9606.ENSP00000361087	0	0	0	0	0	0	0	0.408	0.408
PLS1	TAGLN	9606.ENSP00000336831	9606.ENSP00000432282	0	0	0	0	0.065	0.313	0	0.255	0.479
PLS1	TPM2	9606.ENSP00000336831	9606.ENSP00000367542	0	0	0	0	0.063	0.293	0	0.342	0.526
PMP22	WWTR1	9606.ENSP00000484631	9606.ENSP00000419465	0	0	0	0	0.090	0	0.900	0.044	0.905
PNMA1	TSPAN6	9606.ENSP00000318914	9606.ENSP00000362111	0	0	0	0	0	0	0	0.633	0.633
POF1B	RASSF6	9606.ENSP00000262753	9606.ENSP00000340578	0	0	0	0	0.076	0	0	0.583	0.598
PPARG	TGFB1	9606.ENSP00000287820	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.580	0.956
PPARG	SERPINE1	9606.ENSP00000287820	9606.ENSP00000223095	0	0	0	0	0.060	0.058	0	0.609	0.624
PPARG	TGFB3	9606.ENSP00000287820	9606.ENSP00000238682	0	0	0	0	0.062	0	0	0.401	0.414
PPARG	SI	9606.ENSP00000287820	9606.ENSP00000264382	0	0	0	0	0	0	0	0.561	0.561
PPARG	SLC27A2	9606.ENSP00000287820	9606.ENSP00000267842	0	0	0	0	0	0	0	0.407	0.407
PPARG	TSPAN8	9606.ENSP00000287820	9606.ENSP00000377003	0	0	0	0	0.062	0	0	0.394	0.407
PPARG	PTGDS	9606.ENSP00000287820	9606.ENSP00000360687	0	0	0	0	0	0	0	0.413	0.412
PPARG	RETNLB	9606.ENSP00000287820	9606.ENSP00000295755	0	0	0	0	0.049	0	0	0.427	0.431
PPARG	XDH	9606.ENSP00000287820	9606.ENSP00000368727	0	0	0	0	0.063	0.133	0	0.364	0.438
PPARG	SPP1	9606.ENSP00000287820	9606.ENSP00000378517	0	0	0	0	0	0	0	0.603	0.603
PPARG	WWTR1	9606.ENSP00000287820	9606.ENSP00000419465	0	0	0	0	0	0.182	0	0.556	0.621
PPARG	TGFB1I1	9606.ENSP00000287820	9606.ENSP00000378332	0	0	0	0	0	0.182	0	0.850	0.872
PPBP	SERPINE1	9606.ENSP00000296028	9606.ENSP00000223095	0	0	0	0	0.062	0	0	0.506	0.516
PPBP	VWF	9606.ENSP00000296028	9606.ENSP00000261405	0	0	0	0	0.062	0	0	0.681	0.687
PPBP	SELP	9606.ENSP00000296028	9606.ENSP00000263686	0	0	0	0	0.176	0	0	0.719	0.758
PPP1R12B	PPP1R14A	9606.ENSP00000476755	9606.ENSP00000301242	0	0	0	0	0	0	0.900	0.470	0.944
PPP1R14A	TAGLN	9606.ENSP00000301242	9606.ENSP00000432282	0	0	0	0	0.083	0	0	0.382	0.409
PPP1R14A	PPP1R14D	9606.ENSP00000301242	9606.ENSP00000398342	0	0	0	0	0	0	0	0.764	0.764
PPP1R14C	PPP1R14D	9606.ENSP00000355260	9606.ENSP00000398342	0	0	0	0	0	0	0	0.829	0.829
PPP1R1B	PRKACB	9606.ENSP00000254079	9606.ENSP00000359719	0	0	0	0	0.060	0.092	0.900	0	0.907
PRAP1	SERPINE1	9606.ENSP00000416126	9606.ENSP00000223095	0	0	0	0	0	0	0	0.475	0.475
PRAP1	TRNP1	9606.ENSP00000416126	9606.ENSP00000429216	0	0	0	0	0	0	0	0.596	0.596
PRKACB	TLN1	9606.ENSP00000359719	9606.ENSP00000316029	0	0	0	0	0.063	0	0.900	0.093	0.907
PRKACB	SAMD13	9606.ENSP00000359719	9606.ENSP00000359707	0	0	0	0	0.077	0	0	0.402	0.425
PRKCDBP	SDPR	9606.ENSP00000307292	9606.ENSP00000305675	0	0	0	0.840	0.086	0.481	0	0.849	0.572
PRKCDBP	PTRF	9606.ENSP00000307292	9606.ENSP00000349541	0	0	0	0.737	0.277	0.315	0	0.939	0.610
PRRX1	SLC3A1	9606.ENSP00000239461	9606.ENSP00000260649	0	0	0	0	0.062	0	0	0.445	0.457
PRRX1	ZEB1	9606.ENSP00000239461	9606.ENSP00000354487	0	0	0	0	0.105	0.059	0	0.508	0.549
PRRX1	TWIST2	9606.ENSP00000239461	9606.ENSP00000482581	0	0	0	0	0.229	0	0	0.441	0.550
PRRX1	SIX2	9606.ENSP00000239461	9606.ENSP00000304502	0	0	0	0	0.089	0	0	0.537	0.560
PRRX2	SIX2	9606.ENSP00000361547	9606.ENSP00000304502	0	0	0	0	0.093	0	0	0.472	0.501
PRRX2	TWIST2	9606.ENSP00000361547	9606.ENSP00000482581	0	0	0	0	0.314	0	0	0.527	0.662
PRUNE2	TTPA	9606.ENSP00000365908	9606.ENSP00000260116	0	0	0	0	0	0	0	0.766	0.766
PTGDS	PTGIS	9606.ENSP00000360687	9606.ENSP00000244043	0	0	0	0	0	0	0.900	0.571	0.955
PTGDS	SERPINF1	9606.ENSP00000360687	9606.ENSP00000254722	0	0	0	0	0.213	0.400	0	0.231	0.605
PTGDS	TNC	9606.ENSP00000360687	9606.ENSP00000265131	0	0	0	0	0	0	0	0.435	0.435
PTGDS	SPARCL1	9606.ENSP00000360687	9606.ENSP00000414856	0	0	0	0	0.374	0	0	0.150	0.445
PTGDS	SPP1	9606.ENSP00000360687	9606.ENSP00000378517	0	0	0	0	0.088	0	0	0.433	0.460
PTGDS	TAGLN	9606.ENSP00000360687	9606.ENSP00000432282	0	0	0	0	0.070	0.398	0	0.138	0.475
PTPRD	PTPRU	9606.ENSP00000370593	9606.ENSP00000334941	0	0	0	0.693	0	0.307	0	0.480	0.404
PTPRD	PTPRS	9606.ENSP00000370593	9606.ENSP00000349932	0	0	0	0.976	0.069	0.562	0	0.813	0.583
PTPRD	STXBP1	9606.ENSP00000370593	9606.ENSP00000362399	0	0	0	0	0.098	0.078	0	0.363	0.424
PTPRS	PTPRU	9606.ENSP00000349932	9606.ENSP00000334941	0	0	0	0.690	0.088	0.402	0	0.739	0.559
PTPRU	SGCA	9606.ENSP00000334941	9606.ENSP00000262018	0	0	0	0	0.062	0.379	0	0.058	0.403
